Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,User Agent,Tags,"CSS attribute references (attr() function):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS backdrop-filter property:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS color font feature detection and palettes:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS color functions (color(), lab(), etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS containment (contain, contain-intrinsic-size, content-visibility):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS custom properties (@property):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS outline property (including outline-color):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS images (border-image, image(), image-set()):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS leading-trim property:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS mask property (mask-image, mask-mode, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS math functions (round(), sin(), pow(), abs(), etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS motion path (offset-path, offset-distance, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS pseudo-classes (:blank, :empty, :modal, :user-invalid, :user-valid):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS media queries range syntax (example: @media screen and (428px < width < 744px)):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS scoping (@scope at-rule):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS speak-as property:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS Typed Object Model (computedStyleMap() API):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Custom Paint API (Paint Worklet):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Components (custom elements, Shadow DOM, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS backdrop-filter property:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS :blank and :empty pseudo-classes:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS color font feature detection and palettes:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS color spaces and functions (color(), lab(), gradients, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS containment (contain, contain-intrinsic-size, content-visibility):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS custom properties (@property):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS :dir() pseudo-class:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS outline property (including outline-color):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS images (border-image, image(), image-set()):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS leading-trim property:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS mask property (mask-image, mask-mode, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS math functions (round(), sin(), pow(), abs(), etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS motion path (offset-path, offset-distance, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS media queries range syntax (example: @media screen and (428px < width < 744px)):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS :nth-child() pseudo-class with selector-list argument:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS scoping (@scope at-rule):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS Typed Object Model (computedStyleMap() API):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","CSS :user-invalid and :user-valid pseudo-classes:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Custom Paint API (Paint Worklet):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)"
1,"Oct 25, 2022 7:10:49 am","Oct 25, 2022 7:10:49 am",Complete,,,English,https://github.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Oct 28, 2022 10:52:01 am","Oct 28, 2022 10:52:01 am",Complete,,,English,https://developer.allizom.org/,,,,,,,,,,,,,,,,,,,,,,,,,,"CSS containment (contain, contain-intrinsic-size, content-visibility)",CSS custom properties (@property),,,,,,,,,,CSS scoping (@scope at-rule),,,
3,"Oct 31, 2022 5:03:41 am","Oct 31, 2022 5:03:41 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSS outline property (including outline-color),,,,,,,,,,,
4,"Oct 31, 2022 5:12:19 am","Oct 31, 2022 5:12:19 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSS :nth-child() pseudo-class with selector-list argument,,,,
5,"Oct 31, 2022 5:22:23 am","Oct 31, 2022 5:22:23 am",Complete,,,English,https://developer.mozilla.org/,,,CSS attribute references (attr() function),,,,,,,,,,,,,,,,,,,CSS backdrop-filter property,,,,,,,,,,,,,,CSS :nth-child() pseudo-class with selector-list argument,,,,
6,"Oct 31, 2022 5:36:33 am","Oct 31, 2022 5:36:33 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,CSS backdrop-filter property,CSS :blank and :empty pseudo-classes,,,,,,,,,,,,,CSS :nth-child() pseudo-class with selector-list argument,,,CSS :user-invalid and :user-valid pseudo-classes,
7,"Oct 31, 2022 5:56:05 am","Oct 31, 2022 5:56:05 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,"CSS color spaces and functions (color(), lab(), gradients, etc.)","CSS containment (contain, contain-intrinsic-size, content-visibility)",,,,"CSS images (border-image, image(), image-set())",,,,,,CSS :nth-child() pseudo-class with selector-list argument,,,,
8,"Oct 31, 2022 5:58:42 am","Oct 31, 2022 5:58:42 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,CSS backdrop-filter property,,,,,,,,,,,,,CSS media queries range syntax (example: @media screen and (428px < width < 744px)),,,,,
9,"Oct 31, 2022 5:59:22 am","Oct 31, 2022 5:59:22 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,CSS backdrop-filter property,,,"CSS color spaces and functions (color(), lab(), gradients, etc.)","CSS containment (contain, contain-intrinsic-size, content-visibility)",,,,"CSS images (border-image, image(), image-set())",,,,,CSS media queries range syntax (example: @media screen and (428px < width < 744px)),,,,,
10,"Oct 31, 2022 6:02:38 am","Oct 31, 2022 6:02:38 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,CSS custom properties (@property),,,,,,"CSS math functions (round(), sin(), pow(), abs(), etc.)",,,CSS :nth-child() pseudo-class with selector-list argument,,,CSS :user-invalid and :user-valid pseudo-classes,
11,"Oct 31, 2022 6:15:01 am","Oct 31, 2022 6:15:01 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,"CSS color spaces and functions (color(), lab(), gradients, etc.)",,,,,,,,"CSS math functions (round(), sin(), pow(), abs(), etc.)",,,,,,,
12,"Oct 31, 2022 6:55:05 am","Oct 31, 2022 6:55:05 am",Complete,,,English,https://developer.mozilla.org/,,,CSS attribute references (attr() function),,,,,,,,,,,,,,,,,,,,,CSS color font feature detection and palettes,"CSS color spaces and functions (color(), lab(), gradients, etc.)",,,,,,,,"CSS math functions (round(), sin(), pow(), abs(), etc.)",,,,,,,
13,"Oct 31, 2022 7:01:21 am","Oct 31, 2022 7:01:21 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,"CSS containment (contain, contain-intrinsic-size, content-visibility)",,,,,,,,,,,,,,
14,"Oct 31, 2022 7:04:20 am","Oct 31, 2022 7:04:20 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,CSS backdrop-filter property,,,,,,,,,,,,,,,,,,
15,"Oct 31, 2022 7:06:19 am","Oct 31, 2022 7:06:19 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,"CSS color spaces and functions (color(), lab(), gradients, etc.)",,CSS custom properties (@property),,,,CSS leading-trim property,,,,,CSS :nth-child() pseudo-class with selector-list argument,,,,Custom Paint API (Paint Worklet)
16,"Oct 31, 2022 7:35:41 am","Oct 31, 2022 7:35:41 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,CSS backdrop-filter property,,,,,,,,,,"CSS mask property (mask-image, mask-mode, etc.)",,,,,CSS scoping (@scope at-rule),,,
17,"Oct 31, 2022 7:49:29 am","Oct 31, 2022 7:49:29 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,CSS backdrop-filter property,,,"CSS color spaces and functions (color(), lab(), gradients, etc.)",,,,CSS outline property (including outline-color),"CSS images (border-image, image(), image-set())",,,,,,CSS :nth-child() pseudo-class with selector-list argument,,,,
18,"Oct 31, 2022 7:54:09 am","Oct 31, 2022 7:54:09 am",Complete,,,English,https://developer-mozilla-org.translate.goog/,,,,,,,,,,,,,,,,,,,,,,CSS backdrop-filter property,,,"CSS color spaces and functions (color(), lab(), gradients, etc.)","CSS containment (contain, contain-intrinsic-size, content-visibility)",CSS custom properties (@property),,,,,,"CSS math functions (round(), sin(), pow(), abs(), etc.)",,,,,,,
19,"Oct 31, 2022 7:57:28 am","Oct 31, 2022 7:57:28 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,CSS color font feature detection and palettes,"CSS color spaces and functions (color(), lab(), gradients, etc.)",,CSS custom properties (@property),,,,,,,,,,,,,
20,"Oct 31, 2022 8:06:04 am","Oct 31, 2022 8:06:04 am",Complete,,,English,https://developer.mozilla.org/,,,CSS attribute references (attr() function),,,,,,,,,,,,,,,,,,,,,,,,CSS custom properties (@property),,,"CSS images (border-image, image(), image-set())",,,,,CSS media queries range syntax (example: @media screen and (428px < width < 744px)),,,,,
