Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,User Agent,Tags,"Canvas text rendering:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Clipboard API (navigator.clipboard):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Custom Paint API (Paint Worklet):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Editing (contenteditable):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","File System (navigator.storage.getDirectory()):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","History API (window.history):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Import Maps:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Intersection Observer:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Navigation API (window.navigation):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Neural Network API:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","OffscreenCanvas:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Pointer Events:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Priority Hints (fetchpriority HTML attribute):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Push notifications:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Temporal API:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","URL (parsing and API):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","User agent client hints (navigator.userAgentData):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Codecs (AudioDecoder, VideoDecoder, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Components (custom elements, Shadow DOM, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","WebTransport:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Clipboard API (navigator.clipboard):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Editing (contenteditable):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","File System (navigator.storage.getDirectory()):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","History API (window.history):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Import Maps:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Intersection Observer:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Navigation API (window.navigation):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","OffscreenCanvas:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Pointer Events:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Priority Hints (fetchpriority HTML attribute):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Push notifications:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Storage quota estimation (navigator.storage.estimate()):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Temporal API:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","URL (parsing and API):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","User agent client hints (navigator.userAgentData):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Codecs (AudioDecoder, VideoDecoder, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Components (custom elements, Shadow DOM, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","WebTransport:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)"
1,"Oct 25, 2022 4:25:56 pm","Oct 25, 2022 4:25:56 pm",Complete,,,English,https://survey.alchemer.com/collab/7081727/MDN-Interop-2023-APIs-JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Oct 31, 2022 5:06:45 am","Oct 31, 2022 5:06:45 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,,,,,,,,,Push notifications,,,,,,,
3,"Oct 31, 2022 5:07:21 am","Oct 31, 2022 5:07:21 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,,,,,,Intersection Observer,Navigation API (window.navigation),,,,,,Temporal API,URL (parsing and API),,,,
4,"Oct 31, 2022 5:13:44 am","Oct 31, 2022 5:13:44 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,History API (window.history),,,,,,,,,,URL (parsing and API),,"Web Codecs (AudioDecoder, VideoDecoder, etc.)","Web Components (custom elements, Shadow DOM, etc.)",WebTransport
5,"Oct 31, 2022 5:14:02 am","Oct 31, 2022 5:14:02 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pointer Events,,,,,,,,,
6,"Oct 31, 2022 5:17:08 am","Oct 31, 2022 5:17:08 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,,,,,,OffscreenCanvas,Pointer Events,,,,,,User agent client hints (navigator.userAgentData),,,
7,"Oct 31, 2022 5:36:33 am","Oct 31, 2022 5:36:33 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OffscreenCanvas,,Priority Hints (fetchpriority HTML attribute),,,,,,,"Web Components (custom elements, Shadow DOM, etc.)",
8,"Oct 31, 2022 5:59:23 am","Oct 31, 2022 5:59:23 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,History API (window.history),,,Navigation API (window.navigation),,,Priority Hints (fetchpriority HTML attribute),Push notifications,,,,,,"Web Components (custom elements, Shadow DOM, etc.)",
9,"Oct 31, 2022 6:20:48 am","Oct 31, 2022 6:20:48 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pointer Events,,Push notifications,,,,,,,
10,"Oct 31, 2022 6:23:02 am","Oct 31, 2022 6:23:02 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pointer Events,Priority Hints (fetchpriority HTML attribute),,,,,,,,
11,"Oct 31, 2022 6:23:26 am","Oct 31, 2022 6:23:26 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,History API (window.history),,,,,,,Push notifications,,,,,,,
12,"Oct 31, 2022 6:33:00 am","Oct 31, 2022 6:33:00 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,Editing (contenteditable),,,,,,,,,,,,,User agent client hints (navigator.userAgentData),,,WebTransport
13,"Oct 31, 2022 6:38:41 am","Oct 31, 2022 6:38:41 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navigation API (window.navigation),,,,,,,,User agent client hints (navigator.userAgentData),,"Web Components (custom elements, Shadow DOM, etc.)",
14,"Oct 31, 2022 6:41:28 am","Oct 31, 2022 6:41:29 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,File System (navigator.storage.getDirectory()),,,,,OffscreenCanvas,,,,,,,,,,
15,"Oct 31, 2022 6:49:03 am","Oct 31, 2022 6:49:03 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,Editing (contenteditable),File System (navigator.storage.getDirectory()),,Import Maps,,,,,,,,,,,,,WebTransport
16,"Oct 31, 2022 6:49:56 am","Oct 31, 2022 6:49:56 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,History API (window.history),,,Navigation API (window.navigation),,,,,Storage quota estimation (navigator.storage.estimate()),,,,,"Web Components (custom elements, Shadow DOM, etc.)",
17,"Oct 31, 2022 6:54:35 am","Oct 31, 2022 6:54:35 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,,History API (window.history),,Intersection Observer,,,Pointer Events,,,,,,,,"Web Components (custom elements, Shadow DOM, etc.)",
18,"Oct 31, 2022 6:58:45 am","Oct 31, 2022 6:58:45 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Web Components (custom elements, Shadow DOM, etc.)",
19,"Oct 31, 2022 7:08:31 am","Oct 31, 2022 7:08:31 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)",,
20,"Oct 31, 2022 7:09:53 am","Oct 31, 2022 7:09:53 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Web Components (custom elements, Shadow DOM, etc.)",
21,"Oct 31, 2022 7:10:45 am","Oct 31, 2022 7:10:45 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,Editing (contenteditable),File System (navigator.storage.getDirectory()),,,,,,,,Push notifications,,,URL (parsing and API),,,"Web Components (custom elements, Shadow DOM, etc.)",
